name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
Fernandinho,36,82,82,3,59,71,75,78,83,75,2126,6.0
A. Gignac,35,80,80,4,68,80,74,76,41,83,2018,9.0
I. Rakitić,33,82,82,3,57,79,85,78,75,69,2130,18.5
Y. Sommer,32,85,85,1,79,81,82,86,50,86,1353,26.5
O. Giroud,34,79,79,4,42,80,70,71,42,77,1892,8.5
A. Modeste,33,75,75,4,65,74,63,70,35,78,1838,3.6
A. Carroll,32,71,71,4,35,73,61,62,47,74,1734,1.5
F. Delph,31,75,75,3,65,67,73,75,73,66,2016,3.9
A. Kolarov,35,77,77,2,61,74,80,74,77,71,2147,3.2
W. Szczęsny,31,86,86,1,86,81,73,87,49,86,1314,36.0
İ. Gündoğan,30,85,85,3,65,80,85,86,73,72,2198,51.5
Oscar,29,82,82,4,78,79,82,82,59,67,2149,30.0
M. Wakaso,30,71,71,3,83,69,69,72,69,82,2105,1.8
N. Nkoulou,31,76,76,2,69,44,60,66,77,71,1811,5.0
Rafael,29,76,76,2,76,60,73,77,73,77,2067,6.5
M. Bolly,30,66,66,4,92,59,55,68,31,60,1628,0.825
N. Otamendi,33,81,81,2,63,57,62,59,83,81,1894,12.5
K. Manolas,30,82,82,2,81,25,44,62,83,81,1643,25.0
H. Mkhitaryan,32,82,82,4,85,79,79,83,56,72,2135,24.0
K. Navas,34,88,88,1,89,84,75,89,54,87,1428,15.5
A. Lacazette,30,82,82,4,75,82,74,82,44,72,2048,30.0
I. Gueye,31,82,82,3,70,66,72,78,83,77,2105,21.5
W. Grigg,29,65,65,4,69,65,48,64,32,65,1629,0.725
C. Wilson,29,79,79,4,80,78,66,78,41,77,1953,17.5
Juanmi,28,75,75,4,74,77,69,76,30,51,1829,5.5
Juan Jesus,30,73,73,2,71,33,52,59,75,73,1670,2.5
Gabriel Paulista,30,82,82,2,69,49,71,65,84,83,1976,25.0
M. Rojo,31,76,76,2,68,59,68,65,75,71,1932,5.0
S. Sané,30,76,76,2,52,49,64,63,76,79,1761,6.0
Deulofeu,27,79,79,3,88,73,73,83,30,64,1917,18.5
T. Hazard,28,82,82,3,80,76,80,85,53,66,2088,30.5
K. Frei,27,70,70,3,86,63,65,76,35,50,1776,1.7
B. Sarr,29,74,74,2,73,70,72,74,67,71,2025,3.7
K. Rekik,26,74,77,2,67,39,58,62,73,76,1730,4.9
A. Cragno,27,81,82,1,82,80,73,84,39,80,1224,22.0
J. Wallace,27,74,74,4,77,70,71,75,45,67,1924,4.5
D. Cheryshev,30,76,76,3,75,74,74,74,57,67,2002,7.0
P. Bamford,27,78,78,4,77,78,67,73,42,77,1933,15.0
M. Weiser,27,72,72,4,68,62,71,78,68,67,1980,2.3
B. Traoré,25,77,77,3,78,73,73,82,45,66,1967,11.5
F. Parisi,20,62,76,2,62,60,55,62,55,55,1690,0.925
S. Thomas,22,69,77,3,86,60,65,69,42,62,1726,3.1
A. Varela,19,69,83,3,67,50,67,67,62,65,1735,3.1
A. Scott,17,64,81,4,72,47,63,71,44,54,1672,1.5
C. Meza,18,58,74,2,62,42,50,60,62,59,1548,0.5
Léo Chú,21,65,76,4,74,68,58,68,30,52,1594,1.6
S. Edozie,18,62,82,3,75,55,55,65,28,47,1491,1.1
M. Abline,18,66,83,4,75,68,54,69,23,48,1586,2.2
L. Gechter,17,61,81,2,61,33,38,40,64,64,1405,0.85
Mosquera,17,65,82,2,65,39,51,48,67,62,1537,1.7
J. Mbom,21,69,76,3,65,60,66,69,65,74,1840,2.8
C. Dagba,22,76,80,2,82,53,70,77,72,61,1918,10.0
J. Wind,22,72,78,4,70,70,68,72,35,77,1846,3.8
D. Martínez,23,74,81,2,77,51,68,66,73,80,1937,8.0
Y. Bisseck,20,68,79,2,64,33,48,49,68,77,1529,2.5
S. Nsoki,22,71,77,2,73,38,61,64,70,77,1731,2.7
A. Almendra,21,72,80,3,68,65,69,70,61,64,1848,5.0
O. Solbakken,22,70,78,3,84,65,63,70,36,69,1744,3.6
F. Ortega,22,73,80,3,88,58,67,76,63,77,1956,6.0
L. Balerdi,22,75,83,2,71,36,57,64,75,75,1716,12.0
T. Băluță,22,71,82,3,59,49,57,50,69,74,1601,4.0
Hugo Duro,21,73,81,4,74,74,49,74,36,61,1687,7.0
Mujaid,21,71,82,2,73,26,49,55,71,74,1551,3.9
De Frutos,24,78,84,3,83,70,74,81,37,59,1892,22.0
A. El Kaabi,28,69,69,4,71,68,56,66,33,67,1726,1.4
A. Laurienté,22,74,82,4,79,74,71,77,35,45,1865,9.5
E. Henderson,20,62,75,4,69,51,64,65,36,39,1578,0.95
Allan Sousa,24,69,74,3,84,64,63,74,23,62,1778,2.1
Jovane Cabral,23,77,85,3,84,77,73,79,38,70,1977,23.5
I. Šunjić,24,70,73,2,69,58,57,64,70,77,1797,2.0
M. Kilman,24,73,80,2,57,42,60,62,74,76,1710,5.5
M. Kumbulla,21,74,80,2,49,32,53,56,76,74,1585,6.0
M. Fagan-Walcott,19,61,80,2,64,29,44,49,59,69,1469,0.8
Óscar Gil,23,72,81,2,79,46,63,69,66,72,1845,5.0
Hugo Guillamón,21,73,82,3,61,48,65,64,75,71,1788,6.5
A. Král,23,75,83,3,75,70,71,75,72,79,2070,12.0
M. Bogusz,19,66,82,4,71,64,65,68,38,58,1693,2.2
L. Buchanan,20,68,78,2,70,41,54,66,64,64,1642,2.5
V. Boniface,20,63,72,4,74,62,49,66,25,62,1574,1.1
Thierry Correia,22,74,80,2,91,46,65,73,67,69,1876,6.5
G. Slonina,17,63,79,1,64,60,57,63,41,63,1006,1.1
M. Minchev,20,71,78,4,79,70,61,69,28,73,1763,3.7
B. Ojeda,21,68,80,3,73,54,64,69,66,70,1837,3.0
C. Boyce-Clarke,18,59,81,1,62,57,63,60,28,56,878,0.65
L. Chevalier,19,64,80,1,64,63,62,66,38,59,978,1.3
J. Chotard,19,73,80,3,69,54,71,74,69,69,1903,5.5
I. Lihadji,19,68,78,4,79,59,62,73,26,42,1577,2.6
B. Rodríguez,21,69,82,4,78,63,63,72,31,52,1686,3.4
Robert Navarro,19,69,83,4,77,65,59,70,33,63,1742,3.3
N. Woltemade,19,63,75,4,61,61,53,62,31,60,1472,1.1
B. Białek,19,68,81,4,67,67,46,64,35,72,1617,2.9
R. Huaccha,27,63,63,4,68,61,51,62,31,65,1617,0.525
B. Koumetio,18,57,77,2,53,32,41,36,58,60,1302,0.425
J. Thielmann,19,71,82,3,78,69,65,70,41,64,1839,4.0
F. Lo Celso,21,66,80,4,70,56,69,66,60,55,1785,2.1
K. Mitoma,24,73,78,4,78,69,67,77,49,62,1865,4.6
J. Šutalo,21,70,82,2,74,27,48,65,70,75,1583,3.7
S. Simón,19,69,83,4,74,58,70,72,61,64,1875,3.3
J. Ngankam,20,68,79,4,76,67,59,69,26,70,1661,2.7
D. Pike,19,62,77,2,74,33,52,60,56,56,1532,0.9
Marrony,22,67,79,4,86,66,53,70,43,63,1714,2.5
Tiago Tomás,19,74,82,4,77,71,57,74,38,71,1783,9.0
L. Ugochukwu,17,66,80,4,68,52,64,69,62,71,1806,1.9
D. Abiama,22,68,76,4,82,67,43,67,23,62,1556,2.7
S. Diomande,20,73,81,2,63,46,62,60,72,75,1767,6.0
H. Ekitike,19,65,77,4,70,65,48,64,22,66,1535,1.7
J. Sforza,19,65,82,3,67,58,61,65,59,63,1702,1.8
C. Özkacar,20,62,75,2,51,30,49,52,60,72,1431,0.9
E. Matazo,19,70,81,3,74,58,68,74,65,70,1887,3.4
K. Aktürkoğlu,22,73,80,3,85,65,65,75,36,50,1750,6.0
H. Yamaguchi,30,72,72,3,77,68,68,70,68,72,1975,2.0
J. Sambia,24,75,80,2,75,69,72,73,71,70,2058,8.0
Pedro Chirivella,24,75,79,3,64,52,71,72,68,71,1867,7.5
K. Toko Ekambi,28,78,78,3,85,78,72,77,25,69,1912,14.0
Borja Iglesias,28,80,80,4,68,81,63,72,40,80,1894,21.5
L. Cook,24,75,80,3,66,63,75,77,66,67,1994,8.5
M. Holgate,24,77,80,2,73,43,69,69,78,77,1883,13.0
Álex Berenguer,25,80,81,3,83,76,76,82,63,65,2113,25.0
D. Solanke,23,74,78,4,73,72,62,73,28,75,1790,6.0
S. Mavididi,23,77,81,4,89,74,68,76,28,69,1824,15.0
C. Willock,23,72,77,3,83,66,62,75,29,55,1692,3.5
André Horta,24,73,78,4,71,69,72,76,64,67,1991,4.6
Gelson Martins,26,78,79,3,92,71,70,83,51,61,1996,16.5
A. Zambo Anguissa,25,78,81,3,78,66,71,81,79,83,2110,18.5
A. Rossi,25,77,82,1,76,74,73,77,41,79,1290,12.5
Matheus Pereira,25,77,81,4,80,74,76,80,39,63,1972,14.5
A. Rinomhota,24,71,76,3,80,54,59,69,72,82,1893,2.6
O. Idrissi,25,76,79,4,83,76,70,80,35,69,1897,10.0
Raillo,29,73,73,2,56,36,53,54,74,78,1671,2.5
T. Roberts,22,72,79,4,75,69,67,75,38,71,1817,4.8
D. Fry,23,73,79,2,64,29,55,58,74,72,1586,4.4
Córdoba,24,76,81,3,82,71,71,77,64,69,2011,11.5
Juiano Mestres,25,81,81,2,71,61,57,63,82,80,2003,25.0
Louri Beretta,29,81,81,4,78,84,62,72,33,71,1904,25.5
Pepelu,22,74,82,3,58,62,74,71,65,73,1926,9.5
R. Laryea,26,71,73,3,85,60,64,71,63,71,1881,2.1
D. Sallói,24,74,76,4,75,75,69,73,38,70,1859,5.5
J. Ito,28,77,77,4,89,71,73,77,58,70,2033,10.5
R. van Drongelen,22,70,77,2,60,25,56,53,69,73,1585,3.0
A. Vega,23,74,81,4,80,74,72,79,30,73,1873,8.5
Lincoln,22,73,82,4,79,68,69,77,31,63,1836,7.0
A. Ndiaye,24,76,79,3,92,71,67,79,46,67,1928,10.0
H. Onyekuru,24,75,80,3,92,71,65,80,34,54,1854,8.5
A. Ralston,22,70,76,2,75,59,64,69,67,76,1875,2.4
Luiz Araújo,25,77,80,4,88,69,71,82,39,52,1883,14.0
Marcão,25,78,83,3,64,32,61,70,77,86,1793,18.5
Gedson Fernandes,22,76,82,4,79,70,74,78,71,75,2092,12.0
L. Robertone,24,76,83,4,85,72,74,79,68,72,2161,15.0
M. Sarr,22,74,78,2,68,52,68,66,75,75,1886,5.5
H. Sarpei,22,68,73,3,68,38,57,64,66,67,1654,1.7
R. Marin,25,74,78,4,67,73,78,73,61,65,2021,6.0
J. Asoro,22,66,73,4,88,62,54,71,21,57,1613,1.8
Brais Méndez,24,76,82,4,71,74,76,74,50,63,1895,12.0
Fran Beltrán,22,75,82,3,63,56,75,77,75,66,1951,11.5
C. John,21,62,71,2,75,34,49,56,60,67,1528,0.85
K. Duncan,23,72,78,2,91,46,56,68,69,72,1803,3.5
O. Ejaria,23,72,77,4,67,63,68,81,65,64,1900,3.5
T. O'Connor,22,64,71,3,66,46,63,60,60,70,1736,1.1
Álvaro,23,73,82,1,77,68,67,75,47,72,1139,6.0
M. Terrier,24,77,81,4,84,77,74,76,35,66,1919,15.5
M. Robinson,24,73,79,2,81,35,54,67,72,78,1695,4.4
F. Antonucci,22,65,76,4,65,60,63,69,31,56,1622,1.6
A. Guðmundsson,24,72,78,4,79,66,68,78,34,67,1804,3.7
R. Bushiri,21,65,74,2,65,26,37,43,63,77,1390,1.5
H. Koffi,24,73,78,1,75,71,69,76,56,69,1196,3.7
F. Onyeka,23,75,81,3,83,58,65,73,73,82,1975,8.0
S. Żurkowski,23,71,78,3,81,63,67,70,69,80,1966,3.7
E. Hamilton,22,64,72,3,62,63,63,64,57,73,1773,1.3
E. Vignato,20,71,82,4,73,61,70,75,39,48,1737,4.1
J. Larsen,30,76,76,2,77,61,71,73,69,76,1977,6.5
E. Pérez,35,80,80,3,69,66,77,77,77,78,2113,6.0
S. Coates,30,83,83,2,68,49,55,63,84,88,1813,30.0
L. Muriel,30,82,82,4,89,83,74,86,27,67,2005,30.0
D. Vida,32,78,78,2,73,40,58,60,80,81,1808,9.0
L. Unnerstall,30,75,75,1,74,75,70,76,32,75,1093,3.7
F. Acerbi,33,83,83,2,63,50,62,64,86,83,1879,17.5
Nacho Fernández,31,81,81,2,78,37,66,69,81,80,1878,17.5
M. Doherty,29,77,77,2,68,64,72,73,74,75,1998,9.5
M. Hinteregger,28,80,80,2,70,70,67,61,81,81,2059,18.0
E. Dier,27,79,80,2,53,64,69,64,79,83,1968,17.5
S. Zaza,30,75,75,4,76,74,58,73,49,76,1909,5.5
Thiago Galhardo,31,70,70,4,64,74,47,67,24,51,1506,1.3
Š. Vrsaljko,29,80,80,2,79,55,73,74,78,77,2050,18.5
J. Blackman,27,69,72,1,70,69,63,73,26,65,1090,1.4
Clerc,29,76,76,2,87,58,70,75,69,72,1990,6.5
Z. Feddal,31,80,80,2,61,50,63,60,82,77,1813,14.5
M. Livaja,27,76,76,4,78,75,70,78,32,80,1939,8.0
L. Trossard,26,78,78,3,82,77,76,81,30,62,1951,15.5
F. Vázquez,32,75,75,4,49,78,77,77,58,71,1949,4.4
J. Veltman,29,77,77,2,65,49,66,69,79,76,1853,9.5
Clinton Mata,28,78,78,2,82,61,68,75,76,80,2067,12.5
Andreas Pereira,24,76,79,4,76,73,77,79,66,68,2095,10.0
A. Duncan,28,74,74,3,71,63,71,74,74,75,2005,4.2
T. Watt,27,68,69,4,73,69,60,68,47,74,1839,1.4
B. Mugabi,26,66,69,2,74,33,46,50,64,78,1570,1.0
J. Quintero,28,79,79,4,73,76,81,83,39,51,1955,17.5
Samu Castillejo,26,76,76,4,80,68,73,82,43,53,1897,8.0
C. Nørgaard,27,75,76,3,62,60,69,71,74,76,1953,6.0
D. Berardi,26,82,82,4,79,80,81,85,36,69,2029,33.5
Rubén García,27,79,79,3,80,76,79,79,45,58,1999,18.5
Medrán,27,73,74,3,54,67,76,74,62,57,1929,3.5
Santi Mina,25,77,80,4,75,77,69,76,49,72,1992,14.0
L. Augustinsson,27,76,77,2,67,60,75,74,72,71,2010,8.0
Rony Lopes,25,75,77,4,77,72,74,78,30,59,1842,7.0
D. Amartey,26,76,78,2,65,55,65,69,76,75,1895,8.0
N. Stark,26,76,79,2,77,52,64,69,77,76,1876,8.5
B. Guillaume,26,70,73,4,53,68,57,71,31,70,1635,2.1
A. Miranchuk,25,78,80,4,75,70,76,80,31,62,1880,17.5
J. Correa,26,81,82,4,84,75,77,85,39,69,1972,31.0
P. Zinckernagel,26,75,75,4,87,71,70,76,42,68,1900,6.0
R. Skov,25,75,78,3,78,77,76,73,64,71,2108,7.5
A. Kramarić,30,83,83,4,71,86,77,86,30,71,2066,35.5
A. Sørloth,25,76,79,4,80,74,66,70,36,83,1891,10.0
Akapo,28,73,73,2,84,51,60,63,69,76,1859,2.8
Álex Moreno,28,79,79,2,88,66,73,77,75,70,2083,16.0
Pozo,25,73,76,4,74,72,71,75,61,58,1921,4.0
J. Izquierdo,28,71,71,4,78,68,67,75,38,49,1763,1.9
D. Brooks,23,76,82,4,73,71,75,79,48,64,1937,12.0
F. Mattiello,25,71,71,3,72,64,70,73,69,60,1935,2.1
J. Brownhill,25,76,79,3,67,67,72,74,74,76,2028,10.0
N. Keïta,26,80,83,4,70,73,75,85,65,66,2064,27.5
A. Morelos,25,76,81,4,78,75,67,74,43,84,1962,11.0
Hélder Costa,27,74,74,3,85,67,68,76,29,56,1772,4.5
H. Winks,25,77,80,3,60,58,76,79,72,67,1979,14.0
Quaresma,37,77,77,4,71,71,78,83,24,59,1876,3.4
A. Lennon,34,73,73,3,78,60,70,77,48,56,1844,1.4
M. Noble,34,75,75,3,37,67,76,73,72,70,1987,2.6
C. Adam,35,67,67,3,34,68,71,62,63,78,1867,0.4
Dante,37,77,77,2,32,51,67,64,78,76,1792,1.9
Cesc Fàbregas,34,76,76,3,40,67,81,75,62,52,1889,3.5
Bebé,30,73,73,4,82,78,69,71,41,84,1933,2.9
A. Eschenko,37,70,70,2,65,57,66,66,68,69,1828,0.35
M. Hamšík,33,80,80,3,68,77,81,80,70,73,2144,13.0
K. Gameiro,34,76,76,4,80,76,73,75,41,67,1969,3.6
A. Beck,34,67,67,3,65,52,69,67,69,71,1857,0.475
D. Payet,34,82,82,4,73,78,84,83,40,67,2029,14.5
A. Witsel,32,83,83,3,60,72,80,79,82,78,2160,24.0
N. Dirar,35,70,70,2,71,65,68,71,66,75,1944,0.5
M. Cáceres,34,75,75,2,70,51,63,69,75,75,1889,1.8
M. Gradel,33,76,76,3,78,77,71,79,42,63,1960,4.7
V. Stocker,32,72,72,3,65,68,74,73,48,66,1884,1.9
C. Stuani,34,77,77,4,68,79,69,70,48,83,2001,5.0
Marlos,33,80,80,4,75,76,79,85,47,67,2033,13.0
K. Trapp,30,83,83,1,82,80,79,85,46,83,1240,24.0
J. Shelvey,29,75,75,3,49,72,78,72,61,72,1984,5.5
Ramalho,28,72,74,2,70,35,57,57,71,73,1690,2.4
T. Pukki,31,76,76,4,76,76,60,75,34,68,1812,6.5
M. Pourié,30,66,66,4,78,63,56,64,22,79,1685,0.85
P. Groß,30,77,77,3,50,74,81,76,58,72,2037,10.0
Ander Herrera,31,80,80,3,65,73,78,79,78,75,2148,17.5
L. Rodríguez,30,77,77,2,81,63,73,75,70,78,2021,9.0
C. Wood,29,78,78,4,62,78,60,70,40,81,1898,14.0
O. El Hilali,17,64,80,2,81,40,53,60,58,59,1604,1.4
C. Lukeba,18,66,81,2,66,35,57,60,65,65,1604,1.9
F. Draper,16,56,73,4,66,56,37,51,24,62,1369,0.35
Turrientes,19,66,82,3,68,48,67,66,59,57,1771,2.2
A. Zorgane,21,70,80,3,63,67,66,69,64,78,1895,3.6
T. Onyango,18,60,81,3,59,46,59,56,53,65,1575,0.775
I. Gharbi,17,63,80,4,71,55,60,71,40,40,1619,1.2
T. Baldé,19,64,75,2,73,36,54,61,61,60,1596,1.2
C. Rushworth,19,64,80,1,64,62,63,66,35,63,1052,1.3
N. Skyttä,19,62,74,4,68,48,65,64,43,49,1594,0.95
E. Gebreyesus,17,61,82,3,73,59,52,65,27,48,1462,1.0
Paulo Bernardo,19,68,83,4,72,63,63,72,49,64,1775,2.9
Y. Al Hassan,20,54,69,4,82,48,44,55,24,64,1414,0.25
B. Young,18,62,80,4,83,61,49,62,23,62,1584,1.0
M. Satriano,20,67,78,4,67,66,52,66,29,65,1591,2.3
D. Samek,17,70,81,4,64,67,74,72,64,70,1943,3.1
Rodrigo Muniz,20,69,80,4,72,68,56,67,33,72,1725,3.1
J. Riasco,17,60,80,4,60,62,55,56,27,58,1509,0.675
G. Scalvini,17,62,80,2,60,30,37,39,65,60,1358,0.925
M. Palacios,19,67,82,4,68,60,69,71,46,48,1742,2.4
P. Will,22,66,75,3,63,49,67,62,62,75,1763,1.8
Roberto López,21,70,80,4,60,70,71,71,16,57,1622,3.6
Y. Soma,24,70,74,3,87,62,65,70,53,63,1878,2.3
M. Bidstrup,20,65,77,3,63,52,64,67,63,65,1754,1.7
N. Katterbach,20,70,82,2,72,40,59,74,67,58,1674,3.7
F. Nmecha,20,63,77,4,73,54,61,65,45,61,1668,1.2
N. Capaldo,22,71,77,2,75,64,69,69,68,75,1948,3.0
A. Keita,21,65,75,2,80,27,51,50,63,73,1523,1.5
Tuta,21,73,81,2,69,41,61,67,73,73,1776,6.5
Altube,21,65,79,1,64,62,65,67,16,63,941,1.5
K. N'Dri,20,69,80,3,88,63,60,73,57,68,1872,3.1
R. Piccoli,20,68,80,4,58,68,49,62,34,65,1568,2.9
B. Cabango,21,72,82,2,65,28,42,48,72,74,1482,4.9
G. Isaksen,20,68,80,3,86,62,59,71,40,48,1679,2.9
A. Trubin,19,72,78,1,66,72,67,77,36,71,1093,2.9
R. Sotiriou,20,60,69,3,82,55,51,61,19,56,1472,0.55
K. Yeboah,21,69,77,4,91,66,56,69,24,63,1693,3.2
F. Nürnberger,21,69,76,3,73,59,66,73,66,66,1851,2.8
Joel López,19,60,78,2,71,36,43,58,56,58,1491,0.6
C. Boli,22,65,71,4,68,57,61,70,45,44,1615,1.1
F. Greilinger,20,63,78,3,79,47,54,66,37,55,1532,1.2
J. Tolkin,18,64,78,3,77,48,61,61,57,60,1722,1.3
Ș. Baiaram,18,65,80,3,86,54,59,64,29,53,1539,1.7
Manu Sánchez,20,74,83,2,75,44,62,68,71,62,1737,9.0
M. Taabouni,19,65,80,4,76,55,63,71,43,53,1697,1.7
S. Cáceres,21,74,81,2,61,37,53,60,76,77,1694,8.0
E. Anderson,18,62,80,4,66,62,59,65,35,49,1577,1.0
L. Thomas,20,73,82,2,77,42,65,69,69,67,1811,6.5
C. Drameh,19,63,80,2,79,35,52,62,56,62,1574,1.2
P. Wimmer,20,70,82,3,85,58,62,74,44,72,1796,3.8
K. Baah,18,60,80,3,85,55,51,63,31,56,1536,0.675
Juande,21,68,79,2,65,34,52,51,70,66,1548,2.5
J. Marshall-Rutty,17,58,80,4,82,50,51,65,23,34,1412,0.65
Samú Costa,20,71,82,3,65,63,64,67,68,72,1839,3.9
C. Alcaraz,18,68,82,4,82,64,62,74,46,58,1807,2.8
S. Nanasi,19,60,76,4,70,56,53,66,29,56,1512,0.625
D. Cirkin,19,64,78,2,68,39,51,61,61,59,1568,1.3
Fran González,22,64,75,2,48,26,45,46,61,76,1392,1.2
N. Čumić,22,69,78,4,77,70,64,70,23,58,1703,3.1
L. Gourna,17,70,82,3,64,52,64,67,67,68,1769,3.4
A. Virginius,18,65,82,3,87,56,55,68,27,40,1525,1.8
E. Tatlı,18,59,68,3,64,42,57,60,59,52,1574,0.475
J. Adamu,20,67,78,4,83,66,49,67,21,65,1659,2.3
Raúl Moro,18,62,80,4,71,52,56,68,27,36,1447,1.0
M. Mitaj,17,66,79,2,76,34,63,63,59,65,1643,1.9
O. Camara,18,60,76,3,47,47,54,56,57,73,1524,0.6
D. Neil,19,64,77,4,69,57,60,64,61,66,1760,1.3
A. Odubeko,18,60,78,4,74,59,45,56,23,55,1456,0.625
M. Hilgers,20,65,77,2,75,41,47,54,66,65,1560,1.6
Víctor Chust,21,67,78,2,68,23,36,35,69,66,1359,2.1
T. Suengchitthawon,21,60,71,3,64,54,59,66,40,45,1599,0.55
Marcelo Pitaluga,18,57,78,1,60,50,52,64,34,56,884,0.475
M. Hoppe,20,69,81,4,76,69,52,67,24,60,1622,3.4
A. Hackford,17,59,84,4,86,59,38,60,18,44,1357,0.7
M. Diambou,18,61,79,3,73,52,54,64,56,63,1665,0.8
P. Starzyński,17,62,80,3,82,50,57,63,31,53,1537,1.0
Cacá,22,67,75,2,73,26,45,49,66,75,1504,2.1
Toni Martínez,24,76,82,4,72,77,58,72,24,75,1752,12.0
K. Bonifazi,25,73,78,2,52,35,51,56,75,66,1574,4.0
B. Woodburn,21,67,77,4,75,63,62,69,23,52,1628,2.3
A. Plizzari,21,66,79,1,68,68,59,72,42,62,1082,1.8
Pedro Díaz,23,72,80,4,67,73,75,72,67,66,1988,4.9
D. Adeniran,22,65,74,3,72,58,59,64,62,74,1775,1.6
F. Medina,22,75,80,2,75,33,60,68,76,76,1759,8.0
G. Weissbeck,24,71,78,4,64,70,71,74,42,64,1846,3.8
M. Wagué,22,70,79,2,77,40,61,71,67,66,1787,3.4
K. Bare,23,76,82,3,77,63,70,74,73,77,2020,11.0
S. Bueno,22,67,78,2,52,31,46,50,68,73,1476,2.1
P. Pomykal,21,68,81,4,73,57,67,69,56,65,1836,3.0
M. Bułka,21,67,76,1,67,64,62,72,27,64,992,2.0
A. Sigurðsson,22,71,80,4,76,68,67,73,41,62,1763,4.2
F. Beijmo,23,67,74,2,80,37,53,60,62,73,1637,1.9
Wilson Manafá,26,75,75,2,86,58,67,73,69,68,1937,5.5
Óscar,23,75,84,4,63,74,74,77,49,55,1874,12.5
S. Dembélé,24,69,74,3,87,67,62,73,32,56,1735,2.1
K. Wagner,24,74,77,2,75,44,62,68,71,78,1858,5.5
E. Zhegrova,22,71,80,4,81,64,63,76,25,56,1645,4.2
B. Acosta,27,71,71,3,84,70,67,68,65,83,2023,2.0
N. Raskin,20,71,82,3,69,62,72,72,65,74,1986,4.1
C. Coxe,22,60,69,2,79,41,52,59,52,62,1553,0.525
G. Vicario,24,74,80,1,74,71,68,76,28,76,1017,5.5
M. Gabbia,21,68,81,2,52,33,42,52,72,71,1519,2.8
Calero,25,75,78,2,65,46,67,69,76,74,1869,6.5
L. Pintor,20,65,75,4,78,65,55,69,27,53,1594,1.6
Z. Vanheusden,21,72,80,2,60,45,61,65,73,74,1751,4.9
W. Geubbels,19,67,77,4,86,67,55,66,26,52,1614,2.2
C. Bassey,21,65,79,2,72,39,52,60,63,72,1605,1.7
J. Tucker,21,67,75,2,68,26,45,46,66,79,1456,2.1
T. Belmonte,23,72,81,3,68,65,66,73,70,77,1956,5.0
Rogério,23,70,79,2,75,53,65,72,67,59,1838,3.4
B. Barišić,28,75,75,2,76,60,75,72,70,77,2020,5.0
A. Harroui,23,73,80,4,74,68,70,75,67,76,1977,5.5
F. Amuzu,21,71,78,3,89,63,65,74,33,59,1818,3.8
Arnau,20,66,80,4,70,59,67,69,57,55,1791,2.1
M. Frendrup,20,71,80,3,78,52,63,71,67,75,1845,3.9
J. Ekkelenkamp,21,70,79,4,64,69,66,69,61,72,1870,3.6
D. Valencia,21,68,80,4,72,64,58,69,26,69,1609,3.0
Iker Pozo,20,57,72,3,66,44,58,56,51,55,1526,0.375
D. Sanderson,21,66,79,2,74,40,51,58,66,71,1599,2.0
B. Nygren,19,67,76,4,64,65,65,67,20,59,1590,2.2
A. Bayındır,23,76,82,1,79,73,71,81,30,75,1076,9.5
W. Burger,20,66,77,4,75,55,63,66,60,73,1760,1.9
K. Schlotterbeck,24,72,76,2,66,26,51,54,74,72,1539,3.0
D. Kyereh,25,72,76,4,82,69,63,78,24,62,1732,3.3
A. Rrahmani,27,78,81,2,62,51,54,60,80,80,1746,16.0
K. Bafounta,19,60,78,3,63,50,54,59,57,65,1612,0.6
A. Taoui,19,64,76,4,66,64,56,70,24,55,1565,1.4
M. Loum,24,71,80,2,49,53,59,62,70,80,1748,3.9
Zhu Chenjie,20,64,76,2,74,37,48,56,62,74,1596,1.3
Gonçalo Cardoso,20,64,73,2,53,29,38,48,64,70,1395,1.2
F. Colidio,21,66,75,4,68,67,63,70,25,41,1623,1.9
H. Hassan,19,64,78,3,81,57,57,70,26,48,1561,1.4
V. Vada,25,70,73,3,61,66,73,69,64,73,1967,2.1
J. Riedewald,24,75,78,3,60,56,74,69,74,70,1923,7.0
L. Mousset,25,70,74,4,79,71,55,71,24,67,1704,2.2
Mariano,27,75,75,4,76,78,61,71,45,78,1970,6.0
C. Ogilvie,25,66,69,2,69,42,60,62,64,71,1711,1.0
M. Friedrich,25,78,80,2,64,41,57,53,81,76,1713,15.5
Z. Ferhat,28,76,76,3,81,64,74,75,31,70,1852,7.5
F. Cervi,27,75,75,3,88,65,68,79,48,55,1923,6.0
F. Bonazzoli,24,69,76,4,70,68,53,68,28,59,1615,2.8
D. Oberlin,23,64,69,4,85,62,58,67,42,57,1681,0.9
D. Blanco,26,76,77,4,83,68,76,81,70,70,2078,9.0
J. Kenny,24,74,75,2,71,49,65,70,71,70,1915,4.8
Z. Çelik,24,78,81,2,79,58,71,72,74,79,1990,18.0
R. Henry,23,75,80,2,90,40,60,73,67,70,1838,8.0
T. Antalyalı,26,73,76,3,64,63,69,67,68,75,1896,3.6
P. Olayinka,25,75,76,3,84,68,69,76,57,78,2023,6.5
N. Amiri,24,76,80,4,68,72,77,81,50,67,1982,11.0
David García,27,79,82,2,64,37,64,65,80,76,1786,20.0
O. Burke,24,67,72,3,88,63,62,66,37,71,1743,1.6
M. Bola,23,70,75,2,75,35,54,65,67,71,1651,2.2
