name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
H. Ito,22,66,74,LB,75,51,61,61,67,69,1738,€1.8M
C. Singh,24,59,66,CB,70,26,40,49,56,73,1382,€425K
O. El Hajjam,30,72,72,CB,69,46,65,68,73,74,1824,€1.9M
S. Grønning,24,65,68,ST,77,63,53,64,27,71,1638,€1M
B. Jatta,23,72,75,ST,86,70,64,70,38,75,1798,€3.2M
I. Doumbia,23,74,80,CDM,66,59,70,70,72,82,1904,€6.5M
S. Oméonga,25,64,67,CAM,73,42,63,73,62,58,1704,€775K
F. Müller,23,77,82,GK,76,73,75,81,43,74,1179,€13M
G. Cox,23,70,77,LWB,75,60,61,66,64,68,1808,€3M
C. Acevedo,25,76,82,GK,77,72,69,81,47,75,1160,€9.5M
C. Rodríguez,24,75,82,CM,76,60,73,76,68,66,1959,€11M
S. Özcan,23,73,80,CM,69,62,69,75,69,73,1934,€6M
M. Moreno,26,74,76,RM,89,69,73,82,56,63,2030,€5M
Aleix Febas,25,73,78,CAM,68,62,75,76,61,66,1921,€4.4M
F. Depaoli,24,72,77,RM,74,53,70,72,69,57,1851,€3.5M
M. Fofana,23,70,78,CB,64,31,54,61,71,73,1637,€3.3M
E. Embleton,22,63,71,CAM,72,58,61,64,52,56,1724,€1.1M
Álex Pozo,22,72,79,RM,75,69,67,74,67,47,1908,€4.5M
J. Brown,23,64,71,RWB,70,31,50,61,62,69,1562,€1.1M
K. Duncan,23,72,78,RB,91,46,56,68,69,72,1803,€3.5M
Reinildo,27,77,78,LB,80,54,65,73,75,78,1937,€11M
N. Ibáñez,26,72,73,ST,72,71,55,70,34,72,1759,€2.8M
E. Atuesta,24,75,82,CM,63,58,75,76,68,70,1976,€10.5M
R. Marchizza,23,68,75,CB,60,29,54,62,68,67,1570,€2.3M
J. Molumby,21,67,77,CM,64,51,62,67,61,63,1701,€2.3M
A. Claude-Maurice,23,76,82,CAM,85,70,73,78,67,67,2076,€12M
Álvaro,23,73,82,GK,77,68,67,75,47,72,1139,€6M
G. Arteaga,22,73,80,LWB,80,53,67,71,67,65,1859,€6M
A. Barkok,23,73,79,CAM,78,66,69,78,55,65,1887,€4.8M
Xeka,26,77,78,CM,54,64,74,75,71,77,1970,€12.5M
F. Ugrinic,22,69,79,CAM,71,67,68,68,65,79,1936,€3.1M
O. Christensen,22,70,78,GK,74,68,63,71,37,68,1116,€3.1M
M. Terrier,24,77,81,ST,84,77,74,76,35,66,1919,€15.5M
M. Aebischer,24,75,80,CM,72,65,75,75,65,75,1990,€8.5M
J. Onomah,24,69,76,CAM,67,65,65,75,59,70,1853,€2.8M
A. Long,28,73,74,CB,80,40,55,63,72,82,1769,€2.9M
H. Winks,25,77,80,CM,60,58,76,79,72,67,1979,€14M
J. Komar,24,73,80,CB,66,36,52,54,73,79,1634,€5.5M
Ivi López,27,72,73,CF,79,73,68,74,39,66,1910,€2.7M
R. Aarons,25,68,69,LW,78,62,66,71,39,53,1699,€1.4M
Z. Ferhat,28,76,76,LM,81,64,74,75,31,70,1852,€7.5M
I. Success,25,70,75,ST,72,68,64,73,35,62,1740,€2.4M
D. Kuzyaev,28,76,76,CM,80,68,74,76,72,66,2035,€0
E. Ünal,24,75,81,ST,68,77,64,75,36,77,1889,€9M
M. Pašalić,26,79,81,CAM,68,76,76,78,67,76,2079,€21.5M
S. Prevljak,26,74,77,ST,71,77,61,71,24,76,1791,€5.5M
G. Stewart,31,67,67,CF,72,65,65,68,30,59,1690,€850K
P. Bernardoni,24,77,82,GK,78,74,74,82,29,77,1155,€13M
Sergi Canós,24,72,76,CAM,71,69,68,75,55,69,1916,€3.4M
S. Ojo,24,68,74,LM,78,61,62,69,31,58,1638,€1.9M
H. Martín,28,77,77,ST,79,74,64,74,38,82,1925,€11M
T. Ebuehi,25,69,72,RB,87,40,53,65,64,72,1714,€1.7M
M. Bani,27,71,72,CB,56,18,42,53,73,70,1389,€1.9M
B. Wembangomo,24,65,70,RWB,82,44,54,66,58,64,1687,€1M
Adrián Marín,24,73,78,LB,69,46,63,69,71,69,1786,€4.3M
G. Gaudino,24,66,71,CAM,63,49,68,71,47,43,1628,€1.3M
V. Koziello,25,70,73,CAM,74,61,70,73,59,51,1917,€2.1M
Raúl Guti,24,73,80,CM,68,68,69,70,67,79,1973,€6M
N. Amiri,24,76,80,CAM,68,72,77,81,50,67,1982,€11M
David García,27,79,82,CB,64,37,64,65,80,76,1786,€20M
R. Mandragora,24,75,81,CDM,57,63,74,75,74,76,1999,€9M
G. Pușcaș,25,67,71,ST,66,67,52,62,36,69,1680,€1.4M
G. Rodríguez,26,78,79,CDM,54,56,66,66,80,77,1861,€15M
21 L. Cangá,25,64,69,CB,59,31,47,49,63,71,1493,€775K
M. Shelton,24,62,67,CDM,68,55,59,62,61,71,1760,€600K
D. Bouanga,26,75,75,LM,83,73,70,76,38,70,1929,€6M
Trezeguet,26,75,75,RM,77,73,71,78,36,66,1845,€6M
Akieme,23,70,77,LB,78,44,55,68,66,69,1734,€3M
R. Ábila,31,72,72,ST,62,71,57,69,29,82,1764,€2M
21 S. Hakšabanović,21,72,81,CAM,75,67,69,75,29,57,1766,€5.5M
V. Janssen,27,74,75,ST,75,73,62,68,39,84,1866,€4.9M
17 K. Méndez,20,66,78,CAM,75,66,61,65,21,55,1594,€1.1M
15 J. Antwi,21,62,65,ST,69,62,48,58,32,65,1585,€300K
F. Passlack,23,70,74,RWB,71,60,67,71,65,75,1954,€2.3M
J. Cullen,25,73,76,CDM,69,56,71,70,69,68,1914,€3.6M
H. Choudhury,23,73,76,CB,64,45,62,66,74,74,1823,€3.8M
A. Rinomhota,24,71,76,CDM,80,54,59,69,72,82,1893,€2.6M
W. Faríñez,23,73,77,GK,74,69,69,76,52,74,1315,€3.5M
Robert Sanchéz,23,77,83,GK,78,75,71,80,45,77,1252,€13.5M
Raillo,29,73,73,CB,56,36,53,54,74,78,1671,€2.5M
Aleix García,24,72,76,CAM,66,67,72,74,62,63,1923,€3.3M
C. Slattery,22,64,76,CAM,68,59,59,64,60,68,1701,€1.4M
W. Anton,24,75,78,CB,66,46,59,65,75,79,1781,€7M
M. Jensen,25,74,77,CM,67,62,75,73,65,69,1965,€5.5M
D. Sow,24,77,80,CDM,79,66,77,76,75,79,2081,€14.5M
Rubén Alcaraz,30,73,73,CDM,61,71,74,69,73,80,2069,€2.9M
B. Tetteh,23,72,77,ST,78,67,53,70,24,78,1645,€3.6M
Laure Santeiro,21,80,80,CAM,80,72,77,82,26,45,1834,€25M
Louri Beretta,29,81,81,ST,78,84,62,72,33,71,1904,€25.5M
Gabrisco Aníbal,29,76,76,CDM,67,62,66,65,74,78,1974,€6.5M
J. Clarke-Salter,23,69,76,CB,67,33,51,46,72,71,1521,€2.6M
J. Aribo,24,74,78,CAM,81,67,71,77,67,71,2018,€6M
S. Marinović,29,68,69,GK,71,65,58,71,47,63,1194,€0
C. Bassogog,25,73,74,ST,86,69,61,76,38,73,1889,€3.7M
Rui Silva,27,81,84,GK,82,76,75,84,31,83,1214,€25.5M
Jonny,27,80,81,LWB,75,53,71,76,79,69,1987,€22M
Edgar Ié,27,74,75,CB,79,44,60,67,74,76,1841,€4.2M
S. Al Dawsari,29,77,77,LM,84,72,69,80,48,78,1973,€10.5M
M. Halstenberg,29,78,78,CB,63,66,73,71,76,80,2075,€12M
Paulo Oliveira,29,76,77,CB,61,35,51,61,78,76,1653,€7M
C. Paterson,26,67,67,CB,68,64,59,60,65,83,1869,€1.1M
Carles Gil,28,80,80,CAM,71,70,80,80,39,64,1925,€21M
D. Berardi,26,82,82,RW,79,80,81,85,36,69,2029,€33.5M
Manquillo,27,74,75,RB,70,44,62,72,72,66,1836,€4.4M
Rubén García,27,79,79,LM,80,76,79,79,45,58,1999,€18.5M
E. Saveljich,30,70,70,CB,45,32,46,43,70,80,1459,€1.3M
S. Boufal,27,75,75,LM,79,66,73,80,29,52,1804,€6M
Luiz Phellype,27,72,72,ST,52,75,60,68,30,79,1775,€2.5M
P. Gollini,26,81,85,GK,81,80,76,82,47,82,1260,€27.5M
Cassiano,32,71,71,ST,66,71,54,64,27,71,1660,€1.5M
N. Maupay,24,77,82,ST,77,78,67,73,41,72,1938,€16M
R. Czichos,31,72,72,CB,59,48,59,62,72,75,1733,€1.6M
K. Akpoguma,26,74,76,CB,81,48,55,63,76,71,1734,€4.6M
M. Lowe,24,72,79,LWB,79,46,63,72,69,66,1811,€4.5M
J. Vanlerberghe,25,70,76,CDM,65,61,67,66,69,74,1893,€2.2M
D. Kohr,27,75,76,CB,77,62,62,70,75,80,1921,€6M
Ricardo Esgaio,28,78,78,RWB,74,67,75,78,70,69,2067,€12.5M
Ivan Cavaleiro,27,73,73,LM,86,71,66,74,39,72,1898,€3.2M
José Sá,28,80,82,GK,81,77,68,83,47,77,1245,€18M
Medrán,27,73,74,CM,54,67,76,74,62,57,1929,€3.5M
A. Masuaku,27,76,76,LB,78,63,72,79,70,70,2001,€7M
L. Augustinsson,27,76,77,LB,67,60,75,74,72,71,2010,€8M
Z. Clough,26,64,65,CAM,68,61,63,68,38,35,1671,€700K
R. Healey,26,69,70,ST,78,70,54,69,29,59,1669,€1.7M
A. Iwobi,25,76,78,CAM,77,64,72,79,38,67,1812,€9.5M
J. Harrop,25,66,69,CAM,66,63,68,68,37,46,1696,€1.1M
A. Mowatt,26,73,75,CM,56,70,74,70,65,73,2014,€3.7M
Thiago Mendes,29,77,77,CDM,72,67,76,76,73,75,2073,€9M
J. Mojica,28,74,74,LB,91,65,70,71,68,72,1998,€3.8M
Ó. Benítez,28,68,68,RM,76,62,64,70,56,74,1866,€1.2M
H. Bjørdal,24,68,74,RM,70,62,68,69,58,81,1864,€1.9M
M. Kranevitter,28,76,77,CDM,70,49,70,71,73,77,1896,€7M
L. Giannetti,27,76,77,CB,71,34,55,56,78,78,1668,€7.5M
T. Jedvaj,25,73,76,CB,67,51,57,63,74,73,1780,€3.6M
M. Politano,27,81,81,RW,83,77,78,84,42,55,1994,€27.5M
J. Seri,29,74,74,CM,66,67,78,78,67,66,2045,€3.6M
A. Blake,30,77,77,GK,79,69,74,81,45,78,1205,€7M
D. Djené,29,81,82,CB,69,37,62,62,83,79,1836,€24M
P. Galdames,24,72,77,CM,80,60,71,73,61,70,1949,€3.5M
S. Gigot,27,78,79,CB,67,38,65,61,79,79,1801,€14M
G. Nkoudou,26,75,76,RW,94,67,68,79,34,59,1857,€6.5M
Embarba,29,79,79,RM,79,77,78,78,54,72,2077,€17M
M. Vecino,29,78,78,CM,65,71,75,77,76,73,2037,€13.5M
S. Khaoui,26,71,74,CAM,65,68,70,73,46,60,1823,€2.4M
L. Waldschmidt,25,77,82,CAM,74,80,70,76,29,62,1879,€15.5M
S. Janko,25,73,76,RB,91,52,60,71,68,77,1896,€3.7M
Diego Rico,28,74,74,LB,72,57,69,70,71,74,1955,€3.8M
J. Bednarek,25,76,82,CB,52,22,53,55,78,77,1563,€10.5M
V. Vada,25,70,73,CM,61,66,73,69,64,73,1967,€2.1M
J. Brownhill,25,76,79,CM,67,67,72,74,74,76,2028,€10M
M. Oršić,28,76,76,RW,88,80,70,77,56,61,2072,€7.5M
T. Ambrose,24,68,74,ST,80,65,59,70,29,67,1706,€1.9M
N. Leiva,24,72,75,RM,83,70,68,73,27,61,1815,€3.2M
L. Mousset,25,70,74,ST,79,71,55,71,24,67,1704,€2.2M
Jaume Costa,33,78,78,LB,73,61,71,73,77,68,2004,€7.5M
F. Nouble,29,59,59,ST,70,58,51,58,37,76,1571,€220K
F. Bardi,29,73,73,GK,75,71,65,76,49,70,1144,€2.1M
A. Delort,29,81,81,ST,84,82,73,75,37,85,2055,€25.5M
Pelé,29,72,72,CDM,71,60,65,69,70,79,1943,€2M
A. Yarmolenko,31,75,75,CF,59,79,77,78,42,67,1924,€4.7M
A. Townsend,29,77,77,RM,77,74,75,79,38,67,1964,€10.5M
J. Tavernier,29,77,77,RB,83,71,74,75,72,78,2147,€9.5M
J. Ayew,29,75,75,RW,76,74,70,78,46,72,1972,€5.5M
S. Aurier,28,79,79,RB,75,63,73,76,77,77,2076,€16M
J. Parker,29,61,61,RW,83,54,55,61,33,66,1604,€325K
M. Gillespie,29,69,71,GK,70,66,66,71,34,69,1136,€1.2M
Z. Labyad,28,75,75,CAM,71,75,76,78,36,53,1877,€5.5M
A. Halliday,29,64,64,LWB,68,60,62,65,63,74,1839,€575K
João Pedro,29,80,80,CF,73,79,77,81,41,77,2053,€21M
M. Gregoritsch,27,72,72,ST,60,73,72,70,41,71,1830,€2.5M
Jiang Guangtai,27,68,71,CB,80,34,47,58,68,74,1626,€1.4M
J. Schlupp,28,75,75,LW,84,69,67,77,69,75,2024,€5.5M
R. Saponara,29,75,75,CAM,68,67,76,79,41,58,1825,€5.5M
T. Barkhuizen,27,71,71,RM,94,66,60,70,44,68,1842,€2M
C. Biraghi,28,76,76,LB,75,65,74,73,72,69,2016,€7M
Álvaro Vázquez,30,67,67,ST,72,69,60,66,41,68,1769,€1M
D. Lafferty,32,61,61,LB,58,52,56,57,59,63,1648,€230K
O. Omoijuanfo,27,72,73,ST,75,72,62,68,44,75,1875,€2.7M
A. Cornelius,28,73,73,ST,64,73,59,64,35,78,1747,€3.1M
C. Coady,28,79,81,CDM,47,57,75,67,78,74,1928,€17.5M
S. Armstrong,29,77,77,RM,73,77,75,76,65,72,2079,€10.5M
T. Meunier,29,77,77,RB,73,74,72,72,73,80,2077,€9.5M
Aleix Vidal,31,77,77,RB,82,68,74,78,72,72,2054,€7.5M
D. Chará,35,75,75,CDM,77,60,65,71,72,79,1991,€1.6M
E. Harrison,27,64,65,ST,78,61,51,64,41,80,1743,€675K
B. Decordova-Reid,28,74,74,RM,79,71,69,76,57,63,1982,€4.2M
J. Bryan,27,74,74,LB,78,64,69,69,70,76,2031,€4.1M
D. Suárez,33,78,78,RB,73,69,73,74,76,77,2103,€7.5M
C. Kramer,30,79,79,CDM,44,50,70,73,78,75,1849,€14.5M
P. Dummett,29,73,73,CB,64,40,63,67,75,69,1798,€2.5M
W. Orban,28,81,82,CB,49,36,52,55,84,80,1673,€24.5M
J. Campbell,29,75,75,RW,79,74,72,77,41,75,1980,€5.5M
J. Blackman,27,69,72,GK,70,69,63,73,26,65,1090,€1.4M
Clerc,29,76,76,LB,87,58,70,75,69,72,1990,€6.5M
Denis Suárez,27,78,79,CAM,74,71,81,80,61,56,2009,€16M
J. Akpa Akpro,28,75,75,RM,80,67,72,78,74,77,2081,€5.5M
D. Gayle,30,72,72,ST,75,73,58,73,28,60,1769,€2.3M
T. Savanier,29,80,80,CAM,67,74,83,82,69,69,2134,€20.5M
C. Chambers,26,75,76,CB,66,56,69,68,76,76,1920,€6M
P. Nardi,27,75,79,GK,78,69,70,80,50,73,1150,€6M
21 B. Butko,29,71,71,RB,77,48,64,68,67,68,1817,€1.6M
C. Walton,25,69,71,GK,70,69,65,71,35,65,1041,€1.3M
Roberto Torres,32,78,78,RM,67,78,79,76,65,72,2092,€11M
Sergio Rico,27,77,79,GK,77,74,77,80,47,74,1217,€9.5M
F. Vázquez,32,75,75,CAM,49,78,77,77,58,71,1949,€4.4M
William Carvalho,29,79,79,CDM,40,60,76,70,75,84,1913,€15M
Roger,30,80,80,ST,77,82,63,77,41,74,1965,€20.5M
M. Dituro,34,77,77,GK,74,73,76,78,38,78,1212,€1.8M
O. Tannane,27,75,75,CAM,77,76,73,77,41,75,1958,€6M
Sergi Samper,26,70,70,CDM,41,43,66,66,66,68,1663,€1.5M
B. Djimsiti,28,79,79,CB,68,39,59,50,82,79,1708,€15M
J. Hector,31,78,78,CDM,59,60,75,75,76,75,2018,€10M
Y. Bounou,30,82,82,GK,82,79,76,84,36,81,1251,€20.5M
Bruno Peres,31,76,76,RB,84,64,69,75,70,69,2024,€5.5M
16 E. Eboué,32,75,75,RB,81,69,68,75,73,73,2032,€2.3M
21 D. Nugent,35,64,64,ST,51,66,57,66,34,52,1635,€250K
L. López,38,74,74,ST,62,77,70,74,51,64,1938,€1.4M
20 P. Zabaleta,34,74,74,CB,49,56,70,71,79,70,1941,€2M
Soldado,36,77,77,ST,53,79,71,74,44,69,1921,€3.6M
R. Snodgrass,33,72,72,CAM,55,74,76,74,47,71,1938,€1.5M
08 A. Sánchez,28,70,71,CB,64,56,62,63,68,68,1398,€0
V. Behrami,36,71,71,CDM,54,63,69,68,70,72,1941,€375K
16 L. Becchio,31,67,67,ST,51,70,58,60,50,76,1768,€625K
Llorente,36,73,73,ST,34,74,61,64,33,69,1571,€1M
T. Walcott,32,75,75,RM,85,70,69,77,39,59,1885,€4.5M
R. Shawcross,33,66,66,CB,32,37,47,47,64,76,1441,€400K
20 L. Cattermole,31,69,69,CDM,52,58,64,63,68,74,1848,€800K
R. Bertrand,31,76,76,LWB,71,53,72,75,73,71,1961,€5.5M
N. Şahin,32,73,73,CDM,32,67,77,70,70,66,1949,€2M
E. Castillo,34,64,64,LB,72,57,60,62,60,63,1788,€210K
Coke,34,71,71,CB,59,66,67,68,73,65,1925,€700K
20 A. Vanins,39,60,60,GK,59,60,52,61,39,59,1050,€20K
Joselu,31,77,77,ST,54,78,68,72,30,70,1802,€9M
K. Boateng,34,76,76,CAM,63,76,75,78,65,73,2078,€3.5M
A. Beck,34,67,67,CDM,65,52,69,67,69,71,1857,€475K
D. Ba,35,72,72,ST,64,76,67,67,39,69,1854,€1M
M. Marin,32,73,73,CAM,69,65,72,78,30,45,1790,€2.4M
A. Taarabt,32,77,77,CAM,68,69,77,84,64,72,2018,€8.5M
21 S. Khedira,33,81,81,CDM,45,74,77,75,79,78,2058,€13M
21 David Luiz,33,79,79,CB,59,65,74,69,79,76,2043,€8.5M
16 Breno,25,75,77,CB,70,39,62,59,75,73,1755,€4.1M
M. Cáceres,34,75,75,CB,70,51,63,69,75,75,1889,€1.8M
21 B. Dzsudzsák,33,76,76,RM,72,76,78,77,37,62,1930,€0
M. Gradel,33,76,76,LM,78,77,71,79,42,63,1960,€4.7M
P. Oniangué,32,69,69,CB,60,65,62,63,67,83,1888,€900K
M. Kruse,33,80,80,CAM,61,81,81,82,40,66,2001,€13.5M
R. Alessandrini,32,75,75,ST,84,78,72,78,45,67,2010,€4.6M
Ö. Toprak,31,77,77,CB,72,39,61,68,80,70,1786,€7M
G. Kakuta,30,78,78,CAM,73,73,76,83,42,64,1994,€13.5M
L. Fer,31,75,75,CDM,64,66,72,70,70,81,1985,€3.9M
21 M. Musacchio,29,77,77,CB,63,47,63,67,81,70,1853,€9M
Rafael Tolói,30,81,81,CB,66,47,59,65,82,82,1907,€21M
Paulinho,32,83,83,CM,72,81,77,81,80,85,2273,€28.5M
A Lan,31,77,77,ST,84,75,68,81,33,72,1970,€9M
19 A. Hernández,27,75,75,ST,82,74,62,72,30,69,1818,€7M
20 R. Meggiorini,33,72,72,ST,67,70,66,73,37,67,1795,€2M
A. N'Diaye,31,73,73,CDM,59,63,65,68,71,86,1891,€2.1M
K. Trapp,30,83,83,GK,82,80,79,85,46,83,1240,€24M
S. Aziz,30,74,74,CB,70,32,53,56,74,81,1680,€3.5M
F. Coquelin,30,80,80,CM,68,67,76,80,78,79,2094,€20M
S. Colombi,30,70,70,GK,71,67,53,76,41,69,1134,€1.1M
S. Zuber,29,75,75,LW,77,73,74,76,67,73,2049,€5.5M
Cote,31,76,76,LB,67,54,74,72,76,69,1975,€5.5M
R. McGowan,31,67,67,CB,65,48,56,59,66,79,1732,€0
Oier,35,77,77,CDM,61,64,72,69,74,74,1933,€3M
21 Douglas Costa,29,80,80,LM,88,72,75,89,43,59,2023,€20.5M
B. André,30,81,81,CDM,67,64,74,75,80,85,2119,€21.5M
J. Pastore,32,78,78,CAM,64,73,80,78,52,50,1914,€11M
N. Matić,32,79,79,CDM,39,67,75,73,79,73,1966,€11.5M
V. Berisha,28,73,73,CAM,71,70,71,77,58,77,2031,€3M
T. Courtois,29,89,91,GK,84,89,74,88,46,86,1327,€85.5M
D. Subašić,36,73,73,GK,70,72,72,72,48,73,1225,€350K
20 Marc Muniesa,27,73,76,CB,48,43,64,66,72,71,1784,€4.3M
M. Klich,31,74,74,CM,66,71,73,73,61,74,1987,€3.5M
10 D. Ashton,25,81,84,ST,73,82,61,78,56,84,1574,€0
17 F. Totti,39,80,80,CAM,38,84,87,81,21,67,1872,€1.5M
13 M. Owen,32,74,74,ST,61,75,67,78,22,52,1751,€1.8M
07 Amoroso,31,77,87,ST,72,76,62,74,39,73,1315,€0
18 S. Eto'o,36,81,81,ST,74,82,74,78,37,70,2019,€6.5M
14 L. Cort,33,62,62,CB,41,38,42,43,62,72,1390,€70K
Pepe Reina,38,78,78,GK,77,78,79,77,45,79,1317,€1.6M
17 G. Tremmel,37,71,71,GK,70,69,61,72,44,71,1103,€500K
17 M. Essien,33,74,74,CDM,53,66,71,68,70,77,1926,€1.5M
18 C. Samba,33,71,71,CB,30,48,45,46,72,72,1449,€950K
20 M. Rensing,35,70,70,GK,69,70,64,69,41,71,1153,€475K
16 E. Eboué,32,75,75,RB,81,69,68,75,73,73,2032,€2.3M
M. Sahi,19,68,81,ST,74,70,57,69,28,59,1657,€2.9M
A. Quezada,22,54,62,ST,70,53,47,58,22,47,1361,€240K
Cantero,21,70,80,ST,79,70,65,73,25,63,1727,€3.6M
E. Darboe,20,68,79,CDM,62,46,64,65,63,60,1717,€2.5M
N. Romero,17,59,80,CB,62,34,46,53,59,64,1460,€675K
A. Leone,17,53,75,CB,56,23,33,32,53,62,1201,€275K
D. Jebbison,17,63,79,ST,74,62,49,59,30,64,1546,€1.2M
D. Touré,18,60,80,ST,87,62,43,65,17,38,1442,€675K
N. Atubolu,19,61,75,GK,63,60,59,64,35,57,947,€675K
S. Carey,20,59,69,CAM,62,52,59,56,36,51,1493,€500K
V. Kovacević,23,70,77,GK,74,66,68,74,37,71,1055,€2.7M
A. Musi,16,59,78,RM,82,51,52,63,27,50,1489,€550K
J. Gómez,19,65,79,ST,80,64,51,70,38,64,1657,€1.7M
W. Swedberg,17,59,78,CAM,69,58,55,65,47,57,1635,€550K
M. Osmajić,21,71,81,ST,76,70,60,65,39,71,1786,€4.2M
S. Vrontis,16,52,67,CAM,62,42,48,53,39,53,1373,€0
L. Gondou,20,68,81,ST,62,65,53,63,34,74,1630,€2.9M
N. Skyttä,19,62,74,CAM,68,48,65,64,43,49,1594,€950K
R. Friedrich,18,61,79,ST,67,63,47,59,21,39,1459,€825K
A. Nankishi,18,61,77,RM,85,51,52,67,29,47,1507,€825K
Paulo Bernardo,19,68,83,CAM,72,63,63,72,49,64,1775,€2.9M
M. Kaba,19,59,68,CM,55,42,55,58,51,61,1462,€475K
L. Škaričić,19,61,77,CB,55,24,35,36,64,60,1267,€800K
T. Çukur,18,62,77,ST,62,61,52,57,28,71,1467,€925K
Beñat Prados,20,66,77,CAM,66,65,65,68,60,53,1749,€1.9M
I. Arslan,20,55,67,CB,56,28,30,35,59,57,1267,€275K
L. Hartjes,18,64,80,CM,72,40,63,68,60,59,1681,€1.4M
Herculano,17,63,81,ST,80,63,52,60,30,64,1577,€1.2M
R. Montes,21,63,73,RM,68,57,59,65,55,71,1716,€1.1M
H. Lawrence,19,62,78,RB,75,44,52,60,57,62,1618,€1M
Agirrezabala,20,65,80,GK,60,64,65,68,26,70,949,€1.5M
N. Raj,20,50,59,RM,69,45,45,50,24,48,1314,€100K
L. Dobbin,18,58,77,ST,79,57,48,60,20,43,1410,€525K
M. Viti,19,66,79,CB,68,34,39,44,68,66,1485,€1.9M
M. Gümüşkaya,20,66,77,CAM,71,61,66,68,49,52,1757,€1.9M
Ureña,18,66,79,RM,79,60,62,68,32,53,1631,€2M
Javi Robles,20,64,76,CM,61,58,59,62,60,63,1663,€1.4M
Tiago Araújo,20,66,82,LM,86,61,61,69,37,65,1723,€2.2M
S. Swinkels,17,56,76,CB,57,31,37,37,56,60,1313,€375K
T. Small,16,58,77,LB,78,31,41,56,53,55,1463,€475K
M. Mohebi,23,67,73,ST,76,67,58,70,34,61,1658,€1.6M
K. Mintikkis,31,60,60,RB,64,23,43,48,61,55,1357,€0
C. Slicker,18,50,67,GK,45,59,49,53,27,41,797,€100K
K. Kalua,21,59,67,RB,76,42,47,54,56,70,1544,€0
Y. Regeer,17,64,80,CAM,75,55,63,65,61,60,1751,€1.5M
J. Bakayoko,18,64,83,LM,78,60,59,64,29,58,1587,€1.5M
T. Le Bris,18,56,70,CDM,63,42,57,56,59,48,1584,€325K
D. Camara,18,64,77,ST,75,62,51,60,30,68,1607,€1.4M
Y. Maçon,22,73,79,RWB,86,50,62,72,67,70,1845,€4.6M
S. Welsh,21,69,78,CB,68,28,54,62,68,73,1610,€2.9M
A. Timossi Andersson,20,67,78,RM,81,58,61,67,30,52,1620,€2.2M
J. de Vries,19,58,72,LM,75,51,56,58,24,52,1430,€475K
M. Nawrocki,20,65,78,CB,75,50,55,53,66,63,1646,€1.6M
B. Šutalo,21,72,79,CB,64,40,52,64,75,67,1632,€4.4M
C. Lungoyi,20,64,78,ST,87,62,53,68,32,63,1668,€1.4M
P. Ferry,18,49,59,RM,68,47,44,51,17,43,1257,€100K
T. Ortega,20,68,76,LB,71,36,57,67,65,68,1659,€2.5M
J. Ngankam,20,68,79,ST,76,67,59,69,26,70,1661,€2.7M
T. Booth,20,62,75,CAM,66,59,63,67,45,49,1663,€950K
C. Bozdoğan,20,68,77,CAM,70,64,66,74,51,60,1801,€2.6M
Tiago Almeida,19,65,80,RB,78,31,46,69,60,59,1557,€1.6M
D. Pike,19,62,77,RB,74,33,52,60,56,56,1532,€900K
L. Ugochukwu,17,66,80,CAM,68,52,64,69,62,71,1806,€1.9M
L. Margueron,20,57,65,GK,59,56,61,62,20,57,857,€300K
N. Fatar,19,61,75,ST,71,67,57,63,27,49,1603,€775K
Erik,20,65,77,LM,84,49,61,70,58,65,1755,€1.6M
J. Kuchta,24,77,80,ST,79,75,65,74,35,82,1923,€14.5M
G. Frabotta,22,70,81,LWB,70,55,67,68,66,64,1794,€3.4M
A. Sanyang,22,67,76,LM,84,60,56,74,40,56,1697,€2.3M
Hugo Novoa,18,60,78,ST,55,63,45,62,22,45,1441,€625K
L. Martínez Dupuy,20,64,79,ST,70,65,49,65,25,54,1527,€1.4M
21 I. Russo,19,57,69,ST,67,58,46,59,21,53,1418,€400K
J. Hadjam,18,61,77,LWB,76,47,51,63,56,70,1644,€800K
21 G. Thomas,19,54,64,GK,58,56,50,58,27,46,848,€200K
Jean Patric,24,66,71,RM,86,64,58,69,30,46,1599,€1.3M
Bruno Fuchs,22,72,80,CB,70,56,64,67,73,72,1799,€4.9M
I. Grbić,25,75,79,GK,73,74,71,76,28,75,1071,€6M
C. Özkacar,20,62,75,CB,51,30,49,52,60,72,1431,€900K
B. Zaynutdinov,23,70,76,LM,78,67,67,68,60,69,1924,€2.5M
F. Jörgensen,19,63,79,GK,63,69,68,65,36,63,983,€1.1M
B. Verbruggen,18,66,79,GK,71,63,65,70,46,57,1047,€1.7M
B. Traorè,23,59,65,LM,78,59,56,60,50,62,1687,€325K
C. Archer,19,60,77,ST,63,60,49,58,24,57,1455,€650K
A. Cambiaso,21,69,81,LWB,72,53,64,68,65,56,1777,€3.3M
T. Jenks,19,58,75,CAM,69,52,55,61,56,66,1672,€525K
I. Kébé,20,67,78,CDM,64,47,57,62,63,77,1698,€2.1M
T. Akinola,20,62,79,CDM,75,50,55,61,58,68,1681,€1M
A. Sotona,18,62,74,LM,89,58,52,65,28,48,1557,€925K
David Costa,20,68,80,CAM,71,59,63,75,33,43,1610,€2.9M
N. Castro,20,68,80,CAM,62,66,70,67,47,59,1740,€2.9M
C. Diakité,18,68,81,CAM,68,53,64,73,62,55,1757,€2.8M
